longitude,latitude,color,voters,geoid,cd,ld,pid
-110.8939777,32.2288888,#1368f0,111,40190032002,6,18,Democrat (DEM)
-110.8939777,32.2288888,#FF5733,65,40190032002,6,18,Independent
-110.8939777,32.2288888,#c41221,58,40190032002,6,18,Republican (REP)
-110.8939777,32.2288888,#FF5733,3,40190032002,6,18,Libertarian (LIB)
-112.1996521,33.4155317,#1368f0,515,40131125133,3,22,Democrat (DEM)
-112.1996521,33.4155317,#FF5733,387,40131125133,3,22,Independent
-112.1996521,33.4155317,#c41221,141,40131125133,3,22,Republican (REP)
-112.1996521,33.4155317,#FF5733,3,40131125133,3,22,Libertarian (LIB)
-112.655051,35.7876126,#c41221,129,40050023001,2,6,Republican (REP)
-112.655051,35.7876126,#FF5733,131,40050023001,2,6,Independent
-112.655051,35.7876126,#1368f0,78,40050023001,2,6,Democrat (DEM)
-112.655051,35.7876126,#FF5733,3,40050023001,2,6,Libertarian (LIB)
-111.9845967,33.5506717,#c41221,254,40131051031,1,4,Republican (REP)
-111.9845967,33.5506717,#FF5733,164,40131051031,1,4,Independent
-111.9845967,33.5506717,#1368f0,162,40131051031,1,4,Democrat (DEM)
-111.9845967,33.5506717,#FF5733,3,40131051031,1,4,Libertarian (LIB)
-114.6367096,32.7144488,#FF5733,246,40270003022,7,23,Independent
-114.6367096,32.7144488,#1368f0,224,40270003022,7,23,Democrat (DEM)
-114.6367096,32.7144488,#c41221,74,40270003022,7,23,Republican (REP)
-114.6367096,32.7144488,#FF5733,3,40270003022,7,23,Libertarian (LIB)
-112.0831847,33.3575622,#FF5733,251,40131167322,3,11,Independent
-112.0831847,33.3575622,#1368f0,298,40131167322,3,11,Democrat (DEM)
-112.0831847,33.3575622,#c41221,98,40131167322,3,11,Republican (REP)
-112.0831847,33.3575622,#FF5733,3,40131167322,3,11,Libertarian (LIB)
-111.2380818,34.9497532,#c41221,213,40050015003,2,7,Republican (REP)
-111.2380818,34.9497532,#1368f0,93,40050015003,2,7,Democrat (DEM)
-111.2380818,34.9497532,#FF5733,162,40050015003,2,7,Independent
-111.2380818,34.9497532,#FF5733,3,40050015003,2,7,Libertarian (LIB)
-112.0275657,33.6298116,#1368f0,136,40131033061,1,2,Democrat (DEM)
-112.0275657,33.6298116,#FF5733,207,40131033061,1,2,Independent
-112.0275657,33.6298116,#c41221,72,40131033061,1,2,Republican (REP)
-112.0275657,33.6298116,#FF5733,3,40131033061,1,2,Libertarian (LIB)
-111.9480235,33.381836,#c41221,58,40133197061,4,12,Republican (REP)
-111.9480235,33.381836,#FF5733,154,40133197061,4,12,Independent
-111.9480235,33.381836,#1368f0,177,40133197061,4,12,Democrat (DEM)
-111.9480235,33.381836,#FF5733,3,40133197061,4,12,Libertarian (LIB)
-111.0166245,32.3422055,#FF5733,103,40190046262,6,18,Independent
-111.0166245,32.3422055,#1368f0,123,40190046262,6,18,Democrat (DEM)
-111.0166245,32.3422055,#c41221,78,40190046262,6,18,Republican (REP)
-111.0166245,32.3422055,#FF5733,3,40190046262,6,18,Libertarian (LIB)
-112.0709315,33.4151379,#1368f0,157,40131154001,3,11,Democrat (DEM)
-112.0709315,33.4151379,#FF5733,111,40131154001,3,11,Independent
-112.0709315,33.4151379,#c41221,34,40131154001,3,11,Republican (REP)
-112.0709315,33.4151379,#FF5733,3,40131154001,3,11,Libertarian (LIB)
-110.9406148,32.255485,#FF5733,65,40190016005,7,20,Independent
-110.9406148,32.255485,#1368f0,171,40190016005,7,20,Democrat (DEM)
-110.9406148,32.255485,#c41221,42,40190016005,7,20,Republican (REP)
-110.9406148,32.255485,#FF5733,3,40190016005,7,20,Libertarian (LIB)
-114.5534447,35.1250391,#FF5733,286,40159514023,9,30,Independent
-114.5534447,35.1250391,#c41221,307,40159514023,9,30,Republican (REP)
-114.5534447,35.1250391,#1368f0,150,40159514023,9,30,Democrat (DEM)
-114.5534447,35.1250391,#FF5733,3,40159514023,9,30,Libertarian (LIB)
-111.0055753,32.1544181,#1368f0,292,40190025053,7,20,Democrat (DEM)
-111.0055753,32.1544181,#FF5733,190,40190025053,7,20,Independent
-111.0055753,32.1544181,#c41221,67,40190025053,7,20,Republican (REP)
-111.0055753,32.1544181,#FF5733,3,40190025053,7,20,Libertarian (LIB)
-111.8695507,33.5768274,#c41221,405,40132168321,1,3,Republican (REP)
-111.8695507,33.5768274,#1368f0,227,40132168321,1,3,Democrat (DEM)
-111.8695507,33.5768274,#FF5733,298,40132168321,1,3,Independent
-111.8695507,33.5768274,#FF5733,3,40132168321,1,3,Libertarian (LIB)
-112.0862377,33.5005986,#1368f0,283,40131089012,3,5,Democrat (DEM)
-112.0862377,33.5005986,#c41221,70,40131089012,3,5,Republican (REP)
-112.0862377,33.5005986,#FF5733,142,40131089012,3,5,Independent
-112.0862377,33.5005986,#FF5733,3,40131089012,3,5,Libertarian (LIB)
-111.9848339,33.485324,#FF5733,146,40131110004,1,8,Independent
-111.9848339,33.485324,#1368f0,223,40131110004,1,8,Democrat (DEM)
-111.9848339,33.485324,#c41221,167,40131110004,1,8,Republican (REP)
-111.9848339,33.485324,#FF5733,3,40131110004,1,8,Libertarian (LIB)
-114.6289979,32.7075775,#c41221,93,40270006001,7,23,Republican (REP)
-114.6289979,32.7075775,#FF5733,117,40270006001,7,23,Independent
-114.6289979,32.7075775,#1368f0,131,40270006001,7,23,Democrat (DEM)
-114.6289979,32.7075775,#FF5733,3,40270006001,7,23,Libertarian (LIB)
-110.9052356,32.2696339,#c41221,78,40190029051,6,18,Republican (REP)
-110.9052356,32.2696339,#FF5733,97,40190029051,6,18,Independent
-110.9052356,32.2696339,#1368f0,164,40190029051,6,18,Democrat (DEM)
-110.9052356,32.2696339,#FF5733,3,40190029051,6,18,Libertarian (LIB)
-111.835775,33.4042185,#FF5733,253,40134220012,4,9,Independent
-111.835775,33.4042185,#1368f0,183,40134220012,4,9,Democrat (DEM)
-111.835775,33.4042185,#c41221,83,40134220012,4,9,Republican (REP)
-111.835775,33.4042185,#FF5733,3,40134220012,4,9,Libertarian (LIB)
-114.620075,35.1179319,#FF5733,192,40159516021,9,30,Independent
-114.620075,35.1179319,#c41221,247,40159516021,9,30,Republican (REP)
-114.620075,35.1179319,#1368f0,94,40159516021,9,30,Democrat (DEM)
-114.620075,35.1179319,#FF5733,3,40159516021,9,30,Libertarian (LIB)
-112.1720477,33.501479,#FF5733,173,40131094003,3,24,Independent
-112.1720477,33.501479,#1368f0,230,40131094003,3,24,Democrat (DEM)
-112.1720477,33.501479,#c41221,106,40131094003,3,24,Republican (REP)
-112.1720477,33.501479,#FF5733,3,40131094003,3,24,Libertarian (LIB)
-112.2674374,33.5696009,#1368f0,252,40130719094,8,27,Democrat (DEM)
-112.2674374,33.5696009,#FF5733,276,40130719094,8,27,Independent
-112.2674374,33.5696009,#c41221,267,40130719094,8,27,Republican (REP)
-112.2674374,33.5696009,#FF5733,3,40130719094,8,27,Libertarian (LIB)
-111.7214533,33.4781574,#c41221,560,40134202061,4,10,Republican (REP)
-111.7214533,33.4781574,#FF5733,356,40134202061,4,10,Independent
-111.7214533,33.4781574,#1368f0,256,40134202061,4,10,Democrat (DEM)
-111.7214533,33.4781574,#FF5733,3,40134202061,4,10,Libertarian (LIB)
-110.9693918,32.2076759,#FF5733,86,40190009002,7,20,Independent
-110.9693918,32.2076759,#1368f0,243,40190009002,7,20,Democrat (DEM)
-110.9693918,32.2076759,#c41221,22,40190009002,7,20,Republican (REP)
-110.9693918,32.2076759,#FF5733,3,40190009002,7,20,Libertarian (LIB)
-110.8342251,32.168165,#1368f0,123,40190040292,6,21,Democrat (DEM)
-110.8342251,32.168165,#FF5733,103,40190040292,6,21,Independent
-110.8342251,32.168165,#c41221,125,40190040292,6,21,Republican (REP)
-110.8342251,32.168165,#FF5733,3,40190040292,6,21,Libertarian (LIB)
-110.9171428,32.2611763,#FF5733,94,40190028022,6,18,Independent
-110.9171428,32.2611763,#1368f0,139,40190028022,6,18,Democrat (DEM)
-110.9171428,32.2611763,#c41221,42,40190028022,6,18,Republican (REP)
-110.9171428,32.2611763,#FF5733,3,40190028022,6,18,Libertarian (LIB)
-111.0384145,32.3889917,#FF5733,175,40190046311,6,18,Independent
-111.0384145,32.3889917,#c41221,284,40190046311,6,18,Republican (REP)
-111.0384145,32.3889917,#1368f0,207,40190046311,6,18,Democrat (DEM)
-111.0384145,32.3889917,#FF5733,3,40190046311,6,18,Libertarian (LIB)
-112.1479156,33.6367386,#FF5733,189,40131042261,8,2,Independent
-112.1479156,33.6367386,#1368f0,173,40131042261,8,2,Democrat (DEM)
-112.1479156,33.6367386,#c41221,197,40131042261,8,2,Republican (REP)
-112.1479156,33.6367386,#FF5733,3,40131042261,8,2,Libertarian (LIB)
-112.1322281,33.498779,#FF5733,168,40131091021,3,26,Independent
-112.1322281,33.498779,#1368f0,188,40131091021,3,26,Democrat (DEM)
-112.1322281,33.498779,#c41221,44,40131091021,3,26,Republican (REP)
-112.1322281,33.498779,#FF5733,3,40131091021,3,26,Libertarian (LIB)
-112.1987018,33.6339354,#c41221,177,40131042154,8,27,Republican (REP)
-112.1987018,33.6339354,#1368f0,111,40131042154,8,27,Democrat (DEM)
-112.1987018,33.6339354,#FF5733,120,40131042154,8,27,Independent
-112.1987018,33.6339354,#FF5733,3,40131042154,8,27,Libertarian (LIB)
-112.180314,33.4931583,#FF5733,332,40131099002,3,24,Independent
-112.180314,33.4931583,#c41221,86,40131099002,3,24,Republican (REP)
-112.180314,33.4931583,#1368f0,407,40131099002,3,24,Democrat (DEM)
-112.180314,33.4931583,#FF5733,3,40131099002,3,24,Libertarian (LIB)
-114.0478446,35.2195228,#1368f0,135,40159549002,9,30,Democrat (DEM)
-114.0478446,35.2195228,#FF5733,217,40159549002,9,30,Independent
-114.0478446,35.2195228,#c41221,249,40159549002,9,30,Republican (REP)
-114.0478446,35.2195228,#FF5733,3,40159549002,9,30,Libertarian (LIB)
-112.3916745,33.4835075,#FF5733,344,40130610182,9,29,Independent
-112.3916745,33.4835075,#c41221,636,40130610182,9,29,Republican (REP)
-112.3916745,33.4835075,#1368f0,324,40130610182,9,29,Democrat (DEM)
-112.3916745,33.4835075,#FF5733,3,40130610182,9,29,Libertarian (LIB)
-112.0693539,33.476746,#1368f0,322,40131118001,3,5,Democrat (DEM)
-112.0693539,33.476746,#FF5733,176,40131118001,3,5,Independent
-112.0693539,33.476746,#c41221,77,40131118001,3,5,Republican (REP)
-112.0693539,33.476746,#FF5733,3,40131118001,3,5,Libertarian (LIB)
-111.9977353,33.6592683,#1368f0,150,40136173003,1,4,Democrat (DEM)
-111.9977353,33.6592683,#FF5733,183,40136173003,1,4,Independent
-111.9977353,33.6592683,#c41221,248,40136173003,1,4,Republican (REP)
-111.9977353,33.6592683,#1368f0,2,40136173003,1,2,Democrat (DEM)
-111.9977353,33.6592683,#FF5733,1,40136173003,1,2,Independent
-111.9977353,33.6592683,#FF5733,3,40136173003,1,4,Libertarian (LIB)
-111.9977353,33.6592683,#c41221,3,40136173003,1,2,Republican (REP)
-111.7788867,33.4123043,#1368f0,125,40134217023,4,9,Democrat (DEM)
-111.7788867,33.4123043,#FF5733,160,40134217023,4,9,Independent
-111.7788867,33.4123043,#c41221,150,40134217023,4,9,Republican (REP)
-111.7788867,33.4123043,#FF5733,3,40134217023,4,9,Libertarian (LIB)
-111.5202155,33.4007907,#1368f0,138,40210003153,5,7,Democrat (DEM)
-111.5202155,33.4007907,#FF5733,246,40210003153,5,7,Independent
-111.5202155,33.4007907,#c41221,277,40210003153,5,7,Republican (REP)
-111.5202155,33.4007907,#FF5733,3,40210003153,5,7,Libertarian (LIB)
-114.4528954,32.6671492,#FF5733,177,40270111082,9,25,Independent
-114.4528954,32.6671492,#c41221,244,40270111082,9,25,Republican (REP)
-114.4528954,32.6671492,#1368f0,123,40270111082,9,25,Democrat (DEM)
-114.4528954,32.6671492,#FF5733,3,40270111082,9,25,Libertarian (LIB)
-111.7147542,33.4264587,#c41221,313,40134202093,4,10,Republican (REP)
-111.7147542,33.4264587,#FF5733,203,40134202093,4,10,Independent
-111.7147542,33.4264587,#1368f0,186,40134202093,4,10,Democrat (DEM)
-111.7147542,33.4264587,#FF5733,3,40134202093,4,10,Libertarian (LIB)
-112.2054544,33.5128018,#c41221,99,40130927163,9,24,Republican (REP)
-112.2054544,33.5128018,#FF5733,200,40130927163,9,24,Independent
-112.2054544,33.5128018,#1368f0,221,40130927163,9,24,Democrat (DEM)
-112.2054544,33.5128018,#FF5733,3,40130927163,9,24,Libertarian (LIB)
-114.6472672,32.7198931,#c41221,164,40270005022,7,23,Republican (REP)
-114.6472672,32.7198931,#FF5733,210,40270005022,7,23,Independent
-114.6472672,32.7198931,#1368f0,209,40270005022,7,23,Democrat (DEM)
-114.6472672,32.7198931,#FF5733,3,40270005022,7,23,Libertarian (LIB)
-110.9695475,32.2810558,#FF5733,23,40190045113,6,20,Independent
-110.9695475,32.2810558,#1368f0,138,40190045113,7,20,Democrat (DEM)
-110.9695475,32.2810558,#1368f0,54,40190045113,6,20,Democrat (DEM)
-110.9695475,32.2810558,#c41221,71,40190045113,7,20,Republican (REP)
-110.9695475,32.2810558,#c41221,17,40190045113,6,20,Republican (REP)
-110.9695475,32.2810558,#FF5733,68,40190045113,7,20,Independent
-110.9695475,32.2810558,#FF5733,1,40190045113,7,20,Libertarian (LIB)
-110.9695475,32.2810558,#FF5733,2,40190045113,6,20,Libertarian (LIB)
-110.877728,32.2033008,#c41221,52,40190035021,7,21,Republican (REP)
-110.877728,32.2033008,#1368f0,97,40190035021,7,21,Democrat (DEM)
-110.877728,32.2033008,#FF5733,3,40190035021,7,21,Libertarian (LIB)
-110.877728,32.2033008,#FF5733,71,40190035021,7,21,Independent
-112.2928991,33.5986031,#1368f0,145,40130717021,8,28,Democrat (DEM)
-112.2928991,33.5986031,#FF5733,155,40130717021,8,28,Independent
-112.2928991,33.5986031,#c41221,233,40130717021,8,28,Republican (REP)
-112.2928991,33.5986031,#FF5733,3,40130717021,8,28,Libertarian (LIB)
-110.9668684,32.2359665,#1368f0,165,40190004002,7,20,Democrat (DEM)
-110.9668684,32.2359665,#FF5733,61,40190004002,7,20,Independent
-110.9668684,32.2359665,#c41221,24,40190004002,7,20,Republican (REP)
-110.9668684,32.2359665,#FF5733,3,40190004002,7,20,Libertarian (LIB)
-112.2942558,33.6452311,#c41221,496,40136174001,8,28,Republican (REP)
-112.2942558,33.6452311,#1368f0,210,40136174001,8,28,Democrat (DEM)
-112.2942558,33.6452311,#FF5733,258,40136174001,8,28,Independent
-112.2942558,33.6452311,#FF5733,3,40136174001,8,28,Libertarian (LIB)
-110.8795158,32.1978181,#FF5733,61,40190035033,7,21,Independent
-110.8795158,32.1978181,#1368f0,79,40190035033,7,21,Democrat (DEM)
-110.8795158,32.1978181,#c41221,54,40190035033,7,21,Republican (REP)
-110.8795158,32.1978181,#FF5733,3,40190035033,7,21,Libertarian (LIB)
-110.1703624,34.9548319,#1368f0,200,40179601002,2,6,Democrat (DEM)
-110.1703624,34.9548319,#FF5733,149,40179601002,2,6,Independent
-110.1703624,34.9548319,#c41221,160,40179601002,2,6,Republican (REP)
-110.1703624,34.9548319,#FF5733,3,40179601002,2,6,Libertarian (LIB)
-112.1036392,33.4331259,#FF5733,3,40131173002,3,11,Libertarian (LIB)
-112.1036392,33.4331259,#1368f0,120,40131173002,3,11,Democrat (DEM)
-112.1036392,33.4331259,#FF5733,99,40131173002,3,11,Independent
-112.1036392,33.4331259,#c41221,23,40131173002,3,11,Republican (REP)
-110.6940512,35.0344947,#1368f0,267,40179604002,2,6,Democrat (DEM)
-110.6940512,35.0344947,#FF5733,180,40179604002,2,6,Independent
-110.6940512,35.0344947,#c41221,170,40179604002,2,6,Republican (REP)
-110.6940512,35.0344947,#FF5733,3,40179604002,2,6,Libertarian (LIB)
-112.0286376,33.6368618,#c41221,86,40131033051,1,2,Republican (REP)
-112.0286376,33.6368618,#1368f0,134,40131033051,1,2,Democrat (DEM)
-112.0286376,33.6368618,#FF5733,172,40131033051,1,2,Independent
-112.0286376,33.6368618,#FF5733,3,40131033051,1,2,Libertarian (LIB)
-112.0188673,33.4703371,#1368f0,247,40131115024,3,5,Democrat (DEM)
-112.0188673,33.4703371,#c41221,85,40131115024,3,5,Republican (REP)
-112.0188673,33.4703371,#FF5733,209,40131115024,3,5,Independent
-112.0188673,33.4703371,#FF5733,3,40131115024,3,5,Libertarian (LIB)
-111.7661772,33.4190944,#FF5733,100,40134207071,4,9,Independent
-111.7661772,33.4190944,#1368f0,84,40134207071,4,9,Democrat (DEM)
-111.7661772,33.4190944,#c41221,160,40134207071,4,9,Republican (REP)
-111.7661772,33.4190944,#FF5733,3,40134207071,4,9,Libertarian (LIB)
-112.056406,33.4637685,#1368f0,151,40131132032,3,5,Democrat (DEM)
-112.056406,33.4637685,#FF5733,90,40131132032,3,5,Independent
-112.056406,33.4637685,#c41221,34,40131132032,3,5,Republican (REP)
-112.056406,33.4637685,#FF5733,3,40131132032,3,5,Libertarian (LIB)
-114.3165274,34.4750385,#c41221,391,40159529002,9,30,Republican (REP)
-114.3165274,34.4750385,#FF5733,201,40159529002,9,30,Independent
-114.3165274,34.4750385,#1368f0,84,40159529002,9,30,Democrat (DEM)
-114.3165274,34.4750385,#FF5733,3,40159529002,9,30,Libertarian (LIB)
-114.3186944,34.4549075,#FF5733,238,40159532001,9,30,Independent
-114.3186944,34.4549075,#1368f0,105,40159532001,9,30,Democrat (DEM)
-114.3186944,34.4549075,#c41221,597,40159532001,9,30,Republican (REP)
-114.3186944,34.4549075,#FF5733,3,40159532001,9,30,Libertarian (LIB)
-110.9728195,32.137634,#1368f0,330,40190037042,7,20,Democrat (DEM)
-110.9728195,32.137634,#FF5733,158,40190037042,7,20,Independent
-110.9728195,32.137634,#c41221,64,40190037042,7,20,Republican (REP)
-110.9728195,32.137634,#FF5733,3,40190037042,7,20,Libertarian (LIB)
-114.7065416,32.6915469,#FF5733,103,40270110001,7,23,Independent
-114.7065416,32.6915469,#c41221,132,40270110001,7,23,Republican (REP)
-114.7065416,32.6915469,#1368f0,90,40270110001,7,23,Democrat (DEM)
-114.7065416,32.6915469,#FF5733,3,40270110001,7,23,Libertarian (LIB)
-110.8879109,32.3313811,#c41221,232,40190047171,6,18,Republican (REP)
-110.8879109,32.3313811,#1368f0,141,40190047171,6,18,Democrat (DEM)
-110.8879109,32.3313811,#FF5733,88,40190047171,6,18,Independent
-110.8879109,32.3313811,#FF5733,3,40190047171,6,18,Libertarian (LIB)
-113.0653834,33.2019725,#c41221,60,40130506033,9,25,Republican (REP)
-113.0653834,33.2019725,#1368f0,58,40130506033,9,25,Democrat (DEM)
-113.0653834,33.2019725,#FF5733,64,40130506033,9,25,Independent
-113.0653834,33.2019725,#c41221,12,40130506033,7,25,Republican (REP)
-113.0653834,33.2019725,#FF5733,2,40130506033,7,25,Independent
-113.0653834,33.2019725,#1368f0,5,40130506033,7,25,Democrat (DEM)
-113.0653834,33.2019725,#FF5733,3,40130506033,9,25,Libertarian (LIB)
-111.0577586,32.3411444,#FF5733,120,40190046472,6,18,Independent
-111.0577586,32.3411444,#1368f0,143,40190046472,6,18,Democrat (DEM)
-111.0577586,32.3411444,#c41221,153,40190046472,6,18,Republican (REP)
-111.0577586,32.3411444,#FF5733,3,40190046472,6,18,Libertarian (LIB)
-112.2587302,33.5757428,#1368f0,120,40130719093,8,27,Democrat (DEM)
-112.2587302,33.5757428,#FF5733,201,40130719093,8,27,Independent
-112.2587302,33.5757428,#c41221,151,40130719093,8,27,Republican (REP)
-112.2587302,33.5757428,#FF5733,3,40130719093,8,27,Libertarian (LIB)
-110.8216807,32.2318718,#FF5733,99,40190040712,6,18,Independent
-110.8216807,32.2318718,#c41221,104,40190040712,6,18,Republican (REP)
-110.8216807,32.2318718,#1368f0,157,40190040712,6,18,Democrat (DEM)
-110.8216807,32.2318718,#FF5733,3,40190040712,6,18,Libertarian (LIB)
-112.1474308,33.4902402,#1368f0,135,40131101001,3,26,Democrat (DEM)
-112.1474308,33.4902402,#FF5733,142,40131101001,3,26,Independent
-112.1474308,33.4902402,#c41221,29,40131101001,3,26,Republican (REP)
-112.1474308,33.4902402,#FF5733,3,40131101001,3,26,Libertarian (LIB)
-111.9383007,33.4901044,#c41221,158,40132175011,1,8,Republican (REP)
-111.9383007,33.4901044,#1368f0,204,40132175011,1,8,Democrat (DEM)
-111.9383007,33.4901044,#FF5733,203,40132175011,1,8,Independent
-111.9383007,33.4901044,#FF5733,3,40132175011,1,8,Libertarian (LIB)
-110.8559494,32.27091,#FF5733,152,40190047211,6,18,Independent
-110.8559494,32.27091,#c41221,231,40190047211,6,18,Republican (REP)
-110.8559494,32.27091,#1368f0,245,40190047211,6,18,Democrat (DEM)
-110.8559494,32.27091,#FF5733,3,40190047211,6,18,Libertarian (LIB)
-111.0494238,32.2874536,#1368f0,143,40190044182,7,16,Democrat (DEM)
-111.0494238,32.2874536,#FF5733,84,40190044182,7,16,Independent
-111.0494238,32.2874536,#c41221,107,40190044182,7,16,Republican (REP)
-111.0494238,32.2874536,#FF5733,3,40190044182,7,16,Libertarian (LIB)
-111.9151438,33.5005714,#FF5733,168,40132172043,1,8,Independent
-111.9151438,33.5005714,#1368f0,146,40132172043,1,8,Democrat (DEM)
-111.9151438,33.5005714,#c41221,100,40132172043,1,8,Republican (REP)
-111.9151438,33.5005714,#FF5733,3,40132172043,1,8,Libertarian (LIB)
-110.8830505,32.2103684,#c41221,85,40190035023,7,21,Republican (REP)
-110.8830505,32.2103684,#FF5733,78,40190035023,7,21,Independent
-110.8830505,32.2103684,#1368f0,123,40190035023,7,21,Democrat (DEM)
-110.8830505,32.2103684,#FF5733,3,40190035023,7,21,Libertarian (LIB)
-111.110318,33.2903517,#1368f0,138,40210004003,2,7,Democrat (DEM)
-111.110318,33.2903517,#c41221,52,40210004003,2,7,Republican (REP)
-111.110318,33.2903517,#FF5733,75,40210004003,2,7,Independent
-111.110318,33.2903517,#FF5733,3,40210004003,2,7,Libertarian (LIB)
-114.559918,35.1643623,#FF5733,196,40159514021,9,30,Independent
-114.559918,35.1643623,#c41221,165,40159514021,9,30,Republican (REP)
-114.559918,35.1643623,#1368f0,84,40159514021,9,30,Democrat (DEM)
-114.559918,35.1643623,#FF5733,3,40159514021,9,30,Libertarian (LIB)
-110.9696231,32.3698236,#c41221,64,40190046201,6,17,Republican (REP)
-110.9696231,32.3698236,#FF5733,50,40190046201,6,17,Independent
-110.9696231,32.3698236,#1368f0,50,40190046201,6,17,Democrat (DEM)
-110.9696231,32.3698236,#FF5733,3,40190046201,6,17,Libertarian (LIB)
-111.8560543,33.3390813,#1368f0,142,40134222093,4,12,Democrat (DEM)
-111.8560543,33.3390813,#FF5733,150,40134222093,4,12,Independent
-111.8560543,33.3390813,#c41221,134,40134222093,4,12,Republican (REP)
-111.8560543,33.3390813,#FF5733,3,40134222093,4,12,Libertarian (LIB)
-110.8964627,32.3142252,#FF5733,80,40190047113,6,18,Independent
-110.8964627,32.3142252,#c41221,148,40190047113,6,18,Republican (REP)
-110.8964627,32.3142252,#1368f0,193,40190047113,6,18,Democrat (DEM)
-110.8964627,32.3142252,#FF5733,3,40190047113,6,18,Libertarian (LIB)
-110.6898155,35.0216359,#1368f0,138,40179604004,2,6,Democrat (DEM)
-110.6898155,35.0216359,#c41221,69,40179604004,2,6,Republican (REP)
-110.6898155,35.0216359,#FF5733,125,40179604004,2,6,Independent
-110.6898155,35.0216359,#FF5733,3,40179604004,2,6,Libertarian (LIB)
-110.9589075,32.2511124,#1368f0,136,40190014001,7,20,Democrat (DEM)
-110.9589075,32.2511124,#FF5733,73,40190014001,7,20,Independent
-110.9589075,32.2511124,#c41221,38,40190014001,7,20,Republican (REP)
-110.9589075,32.2511124,#FF5733,3,40190014001,7,20,Libertarian (LIB)
-109.3036715,34.5195529,#FF5733,152,40019702002,2,6,Independent
-109.3036715,34.5195529,#c41221,285,40019702002,2,6,Republican (REP)
-109.3036715,34.5195529,#1368f0,67,40019702002,2,6,Democrat (DEM)
-109.3036715,34.5195529,#FF5733,3,40019702002,2,6,Libertarian (LIB)
-110.9502071,32.2630163,#FF5733,74,40190027032,7,20,Independent
-110.9502071,32.2630163,#1368f0,110,40190027032,7,20,Democrat (DEM)
-110.9502071,32.2630163,#c41221,35,40190027032,7,20,Republican (REP)
-110.9502071,32.2630163,#FF5733,3,40190027032,7,20,Libertarian (LIB)
-111.7320799,33.4119129,#c41221,289,40134226242,4,10,Republican (REP)
-111.7320799,33.4119129,#1368f0,185,40134226242,4,10,Democrat (DEM)
-111.7320799,33.4119129,#FF5733,178,40134226242,4,10,Independent
-111.7320799,33.4119129,#FF5733,3,40134226242,4,10,Libertarian (LIB)
-110.9221481,32.2687456,#1368f0,110,40190028011,6,18,Democrat (DEM)
-110.9221481,32.2687456,#c41221,56,40190028011,6,18,Republican (REP)
-110.9221481,32.2687456,#FF5733,95,40190028011,6,18,Independent
-110.9221481,32.2687456,#FF5733,3,40190028011,6,18,Libertarian (LIB)
-112.3766771,33.535482,#1368f0,15,40130611001,9,29,Democrat (DEM)
-112.3766771,33.535482,#c41221,17,40130611001,9,29,Republican (REP)
-112.3766771,33.535482,#FF5733,47,40130611001,9,29,Independent
-112.3766771,33.535482,#FF5733,3,40130611001,9,29,Libertarian (LIB)
-114.0449802,35.191306,#c41221,166,40159536022,9,30,Republican (REP)
-114.0449802,35.191306,#FF5733,187,40159536022,9,30,Independent
-114.0449802,35.191306,#1368f0,85,40159536022,9,30,Democrat (DEM)
-114.0449802,35.191306,#FF5733,3,40159536022,9,30,Libertarian (LIB)
-110.9873977,32.2955725,#FF5733,80,40190046181,6,20,Independent
-110.9873977,32.2955725,#1368f0,118,40190046181,6,20,Democrat (DEM)
-110.9873977,32.2955725,#FF5733,3,40190046181,6,20,Libertarian (LIB)
-110.9873977,32.2955725,#c41221,81,40190046181,6,20,Republican (REP)
-110.8269769,32.1745478,#1368f0,53,40190040293,6,21,Democrat (DEM)
-110.8269769,32.1745478,#FF5733,3,40190040293,6,21,Libertarian (LIB)
-110.8269769,32.1745478,#FF5733,65,40190040293,6,21,Independent
-110.8269769,32.1745478,#c41221,74,40190040293,6,21,Republican (REP)
-110.9221704,32.1975465,#FF5733,18,40190020003,7,21,Independent
-110.9221704,32.1975465,#1368f0,33,40190020003,7,21,Democrat (DEM)
-110.9221704,32.1975465,#c41221,6,40190020003,7,21,Republican (REP)
-110.9221704,32.1975465,#FF5733,3,40190020003,7,21,Libertarian (LIB)
-112.1581002,33.4909367,#FF5733,351,40131100022,3,26,Independent
-112.1581002,33.4909367,#1368f0,358,40131100022,3,26,Democrat (DEM)
-112.1581002,33.4909367,#c41221,107,40131100022,3,26,Republican (REP)
-112.1581002,33.4909367,#FF5733,4,40131100022,3,26,Libertarian (LIB)
-111.6936186,32.7930717,#1368f0,149,40210019001,6,16,Democrat (DEM)
-111.6936186,32.7930717,#FF5733,217,40210019001,6,16,Independent
-111.6936186,32.7930717,#c41221,218,40210019001,6,16,Republican (REP)
-111.6936186,32.7930717,#1368f0,13,40210019001,7,16,Democrat (DEM)
-111.6936186,32.7930717,#c41221,10,40210019001,7,16,Republican (REP)
-111.6936186,32.7930717,#FF5733,4,40210019001,6,16,Libertarian (LIB)
-111.6936186,32.7930717,#FF5733,7,40210019001,7,16,Independent
-114.2765884,33.7991033,#c41221,301,40120205021,9,30,Republican (REP)
-114.2765884,33.7991033,#1368f0,90,40120205021,9,30,Democrat (DEM)
-114.2765884,33.7991033,#FF5733,199,40120205021,9,30,Independent
-114.2765884,33.7991033,#FF5733,4,40120205021,9,30,Libertarian (LIB)
-112.3583449,33.4571667,#c41221,134,40130610122,9,23,Republican (REP)
